ReleaseDate,State,Nothing,D0,D1,D2,D3,D4,ValidStart,ValidEnd
2014-09-30,AK,100.00,0.00,0.00,0.00,0.00,0.00,2014-09-30,2014-10-06
2014-09-30,AL,17.21,82.79,26.99,1.25,0.00,0.00,2014-09-30,2014-10-06
2014-09-30,AR,54.54,45.46,9.13,0.00,0.00,0.00,2014-09-30,2014-10-06
2014-09-30,AZ,0.00,100.00,84.58,37.92,3.76,0.00,2014-09-30,2014-10-06
2014-09-30,CA,0.00,100.00,100.00,95.04,81.92,58.41,2014-09-30,2014-10-06
2014-09-30,CO,68.96,31.04,22.94,13.82,2.31,0.00,2014-09-30,2014-10-06
2014-09-30,CT,17.24,82.76,38.12,0.00,0.00,0.00,2014-09-30,2014-10-06
2014-09-30,DC,100.00,0.00,0.00,0.00,0.00,0.00,2014-09-30,2014-10-06
2014-09-30,DE,100.00,0.00,0.00,0.00,0.00,0.00,2014-09-30,2014-10-06
2014-09-30,FL,77.22,22.78,6.61,0.00,0.00,0.00,2014-09-30,2014-10-06
2014-09-30,GA,41.99,58.01,15.39,4.76,0.00,0.00,2014-09-30,2014-10-06
2014-09-30,HI,0.00,100.00,2.68,0.00,0.00,0.00,2014-09-30,2014-10-06
2014-09-30,IA,99.99,0.01,0.00,0.00,0.00,0.00,2014-09-30,2014-10-06
2014-09-30,ID,13.19,86.81,52.39,26.35,3.53,0.00,2014-09-30,2014-10-06
2014-09-30,IL,99.83,0.17,0.00,0.00,0.00,0.00,2014-09-30,2014-10-06
2014-09-30,IN,97.18,2.82,0.00,0.00,0.00,0.00,2014-09-30,2014-10-06
2014-09-30,KS,18.51,81.49,46.13,19.50,2.37,0.00,2014-09-30,2014-10-06
2014-09-30,KY,91.70,8.30,0.00,0.00,0.00,0.00,2014-09-30,2014-10-06
2014-09-30,LA,88.99,11.01,0.63,0.00,0.00,0.00,2014-09-30,2014-10-06
2014-09-30,MA,32.83,67.17,26.58,0.00,0.00,0.00,2014-09-30,2014-10-06
2014-09-30,MD,79.46,20.54,0.00,0.00,0.00,0.00,2014-09-30,2014-10-06
2014-09-30,ME,46.48,53.52,0.00,0.00,0.00,0.00,2014-09-30,2014-10-06
2014-09-30,MI,97.64,2.36,0.00,0.00,0.00,0.00,2014-09-30,2014-10-06
2014-09-30,MN,93.68,6.32,0.00,0.00,0.00,0.00,2014-09-30,2014-10-06
2014-09-30,MO,65.62,34.38,2.71,0.00,0.00,0.00,2014-09-30,2014-10-06
2014-09-30,MS,62.19,37.81,0.34,0.00,0.00,0.00,2014-09-30,2014-10-06
2014-09-30,MT,91.25,8.75,1.25,0.00,0.00,0.00,2014-09-30,2014-10-06
2014-09-30,NC,89.24,10.76,0.00,0.00,0.00,0.00,2014-09-30,2014-10-06
2014-09-30,ND,100.00,0.00,0.00,0.00,0.00,0.00,2014-09-30,2014-10-06
2014-09-30,NE,95.79,4.21,0.00,0.00,0.00,0.00,2014-09-30,2014-10-06
2014-09-30,NH,63.78,36.22,0.00,0.00,0.00,0.00,2014-09-30,2014-10-06
2014-09-30,NJ,58.13,41.87,0.14,0.00,0.00,0.00,2014-09-30,2014-10-06
2014-09-30,NM,16.70,83.30,62.57,30.04,8.08,0.00,2014-09-30,2014-10-06
2014-09-30,NV,0.00,100.00,97.04,69.89,48.38,11.89,2014-09-30,2014-10-06
2014-09-30,NY,77.87,22.13,4.27,0.00,0.00,0.00,2014-09-30,2014-10-06
2014-09-30,OH,82.14,17.86,0.00,0.00,0.00,0.00,2014-09-30,2014-10-06
2014-09-30,OK,8.55,91.45,73.31,58.13,20.92,4.64,2014-09-30,2014-10-06
2014-09-30,OR,1.56,98.44,76.61,56.26,35.30,0.00,2014-09-30,2014-10-06
2014-09-30,PA,81.69,18.31,0.00,0.00,0.00,0.00,2014-09-30,2014-10-06
2014-09-30,PR,81.07,18.93,2.62,0.00,0.00,0.00,2014-09-30,2014-10-06
2014-09-30,RI,0.00,100.00,99.02,0.00,0.00,0.00,2014-09-30,2014-10-06
2014-09-30,SC,47.90,52.10,0.00,0.00,0.00,0.00,2014-09-30,2014-10-06
2014-09-30,SD,97.46,2.54,0.00,0.00,0.00,0.00,2014-09-30,2014-10-06
2014-09-30,TN,85.58,14.42,0.00,0.00,0.00,0.00,2014-09-30,2014-10-06
2014-09-30,TX,28.92,71.08,48.95,29.54,11.26,2.69,2014-09-30,2014-10-06
2014-09-30,UT,18.89,81.11,59.30,12.98,0.00,0.00,2014-09-30,2014-10-06
2014-09-30,VA,51.94,48.06,0.00,0.00,0.00,0.00,2014-09-30,2014-10-06
2014-09-30,VT,67.56,32.44,0.00,0.00,0.00,0.00,2014-09-30,2014-10-06
2014-09-30,WA,34.22,65.78,40.27,20.17,0.00,0.00,2014-09-30,2014-10-06
2014-09-30,WI,92.99,7.01,0.00,0.00,0.00,0.00,2014-09-30,2014-10-06
2014-09-30,WV,56.46,43.54,0.00,0.00,0.00,0.00,2014-09-30,2014-10-06
2014-09-30,WY,97.56,2.44,0.00,0.00,0.00,0.00,2014-09-30,2014-10-06
