ReleaseDate,State,Nothing,D0,D1,D2,D3,D4,ValidStart,ValidEnd
2016-03-08,AK,89.79,10.21,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,AL,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,AR,93.87,6.13,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,AZ,4.88,95.12,21.96,0.43,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,CA,0.43,99.57,97.49,83.16,60.86,38.48,2016-03-08,2016-03-14
2016-03-08,CO,85.58,14.42,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,CT,70.24,29.76,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,DC,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,DE,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,FL,78.31,21.69,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,GA,90.36,9.64,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,HI,0.00,100.00,72.84,6.49,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,IA,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,ID,19.06,80.94,13.79,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,IL,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,IN,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,KS,83.85,16.15,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,KY,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,LA,33.14,66.86,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,MA,79.39,20.61,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,MD,91.56,8.44,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,ME,99.30,0.70,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,MI,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,MN,86.99,13.01,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,MO,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,MS,77.01,22.99,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,MT,43.30,56.70,13.53,3.56,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,NC,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,ND,15.87,84.13,2.76,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,NE,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,NH,85.76,14.24,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,NM,65.94,34.06,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,NV,5.75,94.25,60.38,37.11,23.20,4.56,2016-03-08,2016-03-14
2016-03-08,NY,99.95,0.05,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,OH,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,OK,66.01,33.99,3.04,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,OR,29.47,70.53,48.88,32.76,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,PA,96.89,3.11,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,PR,57.00,43.00,18.83,4.97,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,RI,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,SC,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,SD,82.55,17.45,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,TN,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,TX,69.32,30.68,1.47,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,UT,34.21,65.79,30.09,12.79,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,VA,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,VT,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,WA,77.93,22.07,2.87,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,WI,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,WV,94.08,5.92,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14
2016-03-08,WY,24.15,75.85,13.78,2.15,0.00,0.00,2016-03-08,2016-03-14
