ReleaseDate,State,Nothing,D0,D1,D2,D3,D4,ValidStart,ValidEnd
2016-02-09,AK,89.79,10.21,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,AL,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,AR,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,AZ,42.94,57.06,16.13,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,CA,0.22,99.78,94.77,81.82,61.40,38.48,2016-02-09,2016-02-15
2016-02-09,CO,92.65,7.35,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,CT,1.87,98.13,29.76,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,DC,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,DE,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,FL,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,GA,98.71,1.29,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,HI,0.00,100.00,27.41,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,IA,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,ID,11.19,88.81,52.81,3.90,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,IL,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,IN,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,KS,98.32,1.68,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,KY,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,LA,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,MA,35.08,64.92,20.63,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,MD,91.60,8.40,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,ME,78.30,21.70,3.45,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,MI,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,MN,94.26,5.74,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,MO,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,MS,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,MT,47.72,52.28,29.73,12.66,3.54,0.00,2016-02-09,2016-02-15
2016-02-09,NC,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,ND,44.67,55.33,3.87,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,NE,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,NH,48.37,51.63,14.88,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,NJ,98.93,1.07,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,NM,90.73,9.27,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,NV,1.35,98.65,62.63,37.11,23.20,4.56,2016-02-09,2016-02-15
2016-02-09,NY,57.53,42.47,2.04,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,OH,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,OK,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,OR,16.88,83.12,74.55,33.96,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,PA,87.84,12.16,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,PR,41.00,59.00,41.71,14.29,4.92,0.00,2016-02-09,2016-02-15
2016-02-09,RI,53.10,46.90,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,SC,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,SD,89.25,10.75,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,TN,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,TX,88.01,11.99,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,UT,37.26,62.74,30.09,12.79,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,VA,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,VT,25.38,74.62,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,WA,68.36,31.64,7.63,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,WI,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,WV,91.57,8.43,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15
2016-02-09,WY,22.62,77.38,12.65,0.00,0.00,0.00,2016-02-09,2016-02-15
