ReleaseDate,State,Nothing,D0,D1,D2,D3,D4,ValidStart,ValidEnd
2016-08-30,AK,100.00,0.00,0.00,0.00,0.00,0.00,2016-08-30,2016-09-05
2016-08-30,AL,50.76,49.24,27.23,9.52,1.51,0.00,2016-08-30,2016-09-05
2016-08-30,AR,99.96,0.04,0.00,0.00,0.00,0.00,2016-08-30,2016-09-05
2016-08-30,AZ,0.07,99.93,71.85,2.84,0.00,0.00,2016-08-30,2016-09-05
2016-08-30,CA,0.00,100.00,83.59,59.02,42.80,21.04,2016-08-30,2016-09-05
2016-08-30,CO,77.40,22.60,1.09,0.00,0.00,0.00,2016-08-30,2016-09-05
2016-08-30,CT,0.00,100.00,99.26,4.73,0.00,0.00,2016-08-30,2016-09-05
2016-08-30,DC,100.00,0.00,0.00,0.00,0.00,0.00,2016-08-30,2016-09-05
2016-08-30,DE,99.99,0.01,0.00,0.00,0.00,0.00,2016-08-30,2016-09-05
2016-08-30,FL,86.23,13.77,0.00,0.00,0.00,0.00,2016-08-30,2016-09-05
2016-08-30,GA,18.68,81.32,49.28,28.20,5.27,0.00,2016-08-30,2016-09-05
2016-08-30,HI,80.98,19.02,5.82,0.60,0.00,0.00,2016-08-30,2016-09-05
2016-08-30,IA,94.04,5.96,0.00,0.00,0.00,0.00,2016-08-30,2016-09-05
2016-08-30,ID,17.11,82.89,7.45,0.02,0.00,0.00,2016-08-30,2016-09-05
2016-08-30,IL,99.45,0.55,0.00,0.00,0.00,0.00,2016-08-30,2016-09-05
2016-08-30,IN,94.30,5.70,1.91,0.00,0.00,0.00,2016-08-30,2016-09-05
2016-08-30,KS,94.79,5.21,0.97,0.00,0.00,0.00,2016-08-30,2016-09-05
2016-08-30,KY,100.00,0.00,0.00,0.00,0.00,0.00,2016-08-30,2016-09-05
2016-08-30,LA,100.00,0.00,0.00,0.00,0.00,0.00,2016-08-30,2016-09-05
2016-08-30,MA,0.00,100.00,91.12,77.38,22.67,0.00,2016-08-30,2016-09-05
2016-08-30,MD,100.00,0.00,0.00,0.00,0.00,0.00,2016-08-30,2016-09-05
2016-08-30,ME,58.81,41.19,12.10,2.74,0.02,0.00,2016-08-30,2016-09-05
2016-08-30,MI,68.15,31.85,0.48,0.00,0.00,0.00,2016-08-30,2016-09-05
2016-08-30,MN,98.71,1.29,0.00,0.00,0.00,0.00,2016-08-30,2016-09-05
2016-08-30,MO,98.75,1.25,0.00,0.00,0.00,0.00,2016-08-30,2016-09-05
2016-08-30,MS,67.23,32.77,13.77,6.05,0.00,0.00,2016-08-30,2016-09-05
2016-08-30,MT,43.00,57.00,24.93,7.60,0.35,0.00,2016-08-30,2016-09-05
2016-08-30,NC,76.30,23.70,4.20,0.82,0.00,0.00,2016-08-30,2016-09-05
2016-08-30,ND,89.26,10.74,1.79,0.29,0.00,0.00,2016-08-30,2016-09-05
2016-08-30,NE,61.96,38.04,2.09,0.33,0.00,0.00,2016-08-30,2016-09-05
2016-08-30,NH,25.75,74.25,31.57,19.18,9.06,0.00,2016-08-30,2016-09-05
2016-08-30,NJ,17.66,82.34,11.41,0.00,0.00,0.00,2016-08-30,2016-09-05
2016-08-30,NM,14.34,85.66,23.53,0.00,0.00,0.00,2016-08-30,2016-09-05
2016-08-30,NV,32.76,67.24,34.25,21.68,0.26,0.00,2016-08-30,2016-09-05
2016-08-30,NY,14.05,85.95,53.01,29.10,4.99,0.00,2016-08-30,2016-09-05
2016-08-30,OH,45.57,54.43,19.78,0.00,0.00,0.00,2016-08-30,2016-09-05
2016-08-30,OK,52.00,48.00,14.06,0.30,0.00,0.00,2016-08-30,2016-09-05
2016-08-30,OR,0.00,100.00,50.21,12.03,0.00,0.00,2016-08-30,2016-09-05
2016-08-30,PA,39.88,60.12,18.62,5.61,0.00,0.00,2016-08-30,2016-09-05
2016-08-30,PR,87.90,12.10,6.48,0.00,0.00,0.00,2016-08-30,2016-09-05
2016-08-30,RI,0.00,100.00,99.02,15.87,0.01,0.00,2016-08-30,2016-09-05
2016-08-30,SC,39.96,60.04,17.69,2.12,0.58,0.00,2016-08-30,2016-09-05
2016-08-30,SD,41.59,58.41,35.13,13.45,1.42,0.00,2016-08-30,2016-09-05
2016-08-30,TN,68.22,31.78,13.66,7.56,0.04,0.00,2016-08-30,2016-09-05
2016-08-30,TX,89.86,10.14,2.43,0.16,0.00,0.00,2016-08-30,2016-09-05
2016-08-30,UT,40.58,59.42,5.04,0.00,0.00,0.00,2016-08-30,2016-09-05
2016-08-30,VA,94.68,5.32,0.00,0.00,0.00,0.00,2016-08-30,2016-09-05
2016-08-30,VT,16.04,83.96,1.20,0.00,0.00,0.00,2016-08-30,2016-09-05
2016-08-30,WA,0.00,100.00,7.88,0.00,0.00,0.00,2016-08-30,2016-09-05
2016-08-30,WI,96.62,3.38,0.00,0.00,0.00,0.00,2016-08-30,2016-09-05
2016-08-30,WV,95.74,4.26,0.00,0.00,0.00,0.00,2016-08-30,2016-09-05
2016-08-30,WY,43.63,56.37,29.95,9.06,2.63,0.00,2016-08-30,2016-09-05
