ReleaseDate,State,Nothing,D0,D1,D2,D3,D4,ValidStart,ValidEnd
2015-03-31,AK,69.91,30.09,0.00,0.00,0.00,0.00,2015-03-31,2015-04-06
2015-03-31,AL,44.82,55.18,13.79,0.00,0.00,0.00,2015-03-31,2015-04-06
2015-03-31,AR,95.38,4.62,0.00,0.00,0.00,0.00,2015-03-31,2015-04-06
2015-03-31,AZ,7.07,92.93,80.21,29.49,0.97,0.00,2015-03-31,2015-04-06
2015-03-31,CA,0.15,99.85,98.11,93.44,66.60,41.41,2015-03-31,2015-04-06
2015-03-31,CO,32.22,67.78,51.74,39.75,0.00,0.00,2015-03-31,2015-04-06
2015-03-31,CT,100.00,0.00,0.00,0.00,0.00,0.00,2015-03-31,2015-04-06
2015-03-31,DC,100.00,0.00,0.00,0.00,0.00,0.00,2015-03-31,2015-04-06
2015-03-31,DE,100.00,0.00,0.00,0.00,0.00,0.00,2015-03-31,2015-04-06
2015-03-31,FL,76.52,23.48,9.13,0.90,0.00,0.00,2015-03-31,2015-04-06
2015-03-31,GA,58.28,41.72,0.00,0.00,0.00,0.00,2015-03-31,2015-04-06
2015-03-31,HI,19.40,80.60,26.36,0.00,0.00,0.00,2015-03-31,2015-04-06
2015-03-31,IA,51.09,48.91,0.01,0.00,0.00,0.00,2015-03-31,2015-04-06
2015-03-31,ID,30.47,69.53,39.05,15.46,2.41,0.00,2015-03-31,2015-04-06
2015-03-31,IL,78.87,21.13,0.00,0.00,0.00,0.00,2015-03-31,2015-04-06
2015-03-31,IN,98.64,1.36,0.00,0.00,0.00,0.00,2015-03-31,2015-04-06
2015-03-31,KS,6.52,93.48,68.70,22.45,1.88,0.00,2015-03-31,2015-04-06
2015-03-31,KY,100.00,0.00,0.00,0.00,0.00,0.00,2015-03-31,2015-04-06
2015-03-31,LA,59.07,40.93,18.54,0.00,0.00,0.00,2015-03-31,2015-04-06
2015-03-31,MA,98.47,1.53,0.00,0.00,0.00,0.00,2015-03-31,2015-04-06
2015-03-31,MD,99.78,0.22,0.00,0.00,0.00,0.00,2015-03-31,2015-04-06
2015-03-31,ME,34.30,65.70,0.00,0.00,0.00,0.00,2015-03-31,2015-04-06
2015-03-31,MI,41.03,58.97,0.63,0.00,0.00,0.00,2015-03-31,2015-04-06
2015-03-31,MN,0.01,99.99,91.94,0.00,0.00,0.00,2015-03-31,2015-04-06
2015-03-31,MO,82.31,17.69,0.00,0.00,0.00,0.00,2015-03-31,2015-04-06
2015-03-31,MS,77.41,22.59,3.76,0.00,0.00,0.00,2015-03-31,2015-04-06
2015-03-31,MT,94.63,5.37,0.00,0.00,0.00,0.00,2015-03-31,2015-04-06
2015-03-31,NC,64.12,35.88,0.00,0.00,0.00,0.00,2015-03-31,2015-04-06
2015-03-31,ND,5.18,94.82,21.14,0.00,0.00,0.00,2015-03-31,2015-04-06
2015-03-31,NE,32.67,67.33,22.49,0.00,0.00,0.00,2015-03-31,2015-04-06
2015-03-31,NH,53.91,46.09,0.00,0.00,0.00,0.00,2015-03-31,2015-04-06
2015-03-31,NJ,93.00,7.00,0.00,0.00,0.00,0.00,2015-03-31,2015-04-06
2015-03-31,NM,19.45,80.55,62.11,18.75,0.00,0.00,2015-03-31,2015-04-06
2015-03-31,NV,0.00,100.00,99.93,79.50,47.96,18.38,2015-03-31,2015-04-06
2015-03-31,NY,30.48,69.52,0.00,0.00,0.00,0.00,2015-03-31,2015-04-06
2015-03-31,OH,95.37,4.63,0.00,0.00,0.00,0.00,2015-03-31,2015-04-06
2015-03-31,OK,14.36,85.64,68.62,50.68,37.38,8.41,2015-03-31,2015-04-06
2015-03-31,OR,14.36,85.64,82.30,47.93,33.72,0.00,2015-03-31,2015-04-06
2015-03-31,PA,45.83,54.17,0.00,0.00,0.00,0.00,2015-03-31,2015-04-06
2015-03-31,PR,83.41,16.59,0.00,0.00,0.00,0.00,2015-03-31,2015-04-06
2015-03-31,RI,100.00,0.00,0.00,0.00,0.00,0.00,2015-03-31,2015-04-06
2015-03-31,SC,81.86,18.14,0.00,0.00,0.00,0.00,2015-03-31,2015-04-06
2015-03-31,SD,0.57,99.43,42.78,0.00,0.00,0.00,2015-03-31,2015-04-06
2015-03-31,TN,97.10,2.90,0.00,0.00,0.00,0.00,2015-03-31,2015-04-06
2015-03-31,TX,50.74,49.26,36.62,25.44,15.10,3.31,2015-03-31,2015-04-06
2015-03-31,UT,0.00,100.00,99.05,51.83,9.32,0.00,2015-03-31,2015-04-06
2015-03-31,VA,85.55,14.45,0.00,0.00,0.00,0.00,2015-03-31,2015-04-06
2015-03-31,VT,19.25,80.75,0.00,0.00,0.00,0.00,2015-03-31,2015-04-06
2015-03-31,WA,34.56,65.44,28.13,0.00,0.00,0.00,2015-03-31,2015-04-06
2015-03-31,WI,0.00,100.00,55.36,0.00,0.00,0.00,2015-03-31,2015-04-06
2015-03-31,WV,100.00,0.00,0.00,0.00,0.00,0.00,2015-03-31,2015-04-06
2015-03-31,WY,72.16,27.84,7.60,0.75,0.00,0.00,2015-03-31,2015-04-06
