ReleaseDate,State,Nothing,D0,D1,D2,D3,D4,ValidStart,ValidEnd
2016-05-03,AK,77.38,22.62,0.00,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,AL,86.10,13.90,1.50,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,AR,82.09,17.91,0.00,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,AZ,0.00,100.00,66.75,1.17,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,CA,4.27,95.73,89.68,74.37,49.15,21.04,2016-05-03,2016-05-09
2016-05-03,CO,93.05,6.95,0.00,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,CT,43.27,56.73,0.00,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,DC,0.00,100.00,0.00,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,DE,72.16,27.84,0.00,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,FL,93.53,6.47,0.00,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,GA,62.92,37.08,12.32,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,HI,20.72,79.28,60.92,39.90,4.95,0.00,2016-05-03,2016-05-09
2016-05-03,IA,100.00,0.00,0.00,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,ID,92.08,7.92,0.00,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,IL,100.00,0.00,0.00,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,IN,100.00,0.00,0.00,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,KS,86.07,13.93,0.00,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,KY,76.27,23.73,0.32,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,LA,100.00,0.00,0.00,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,MA,80.30,19.70,0.00,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,MD,3.79,96.21,2.37,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,ME,99.65,0.35,0.00,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,MI,100.00,0.00,0.00,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,MN,91.19,8.81,0.00,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,MO,44.47,55.53,8.25,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,MS,100.00,0.00,0.00,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,MT,78.12,21.88,7.87,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,NC,25.98,74.02,13.40,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,ND,72.34,27.66,0.00,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,NE,100.00,0.00,0.00,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,NH,86.55,13.45,0.00,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,NJ,47.41,52.59,0.00,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,NM,8.97,91.03,42.07,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,NV,22.73,77.27,62.33,38.65,23.17,0.00,2016-05-03,2016-05-09
2016-05-03,NY,74.93,25.07,0.00,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,OH,100.00,0.00,0.00,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,OK,87.75,12.25,1.67,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,OR,34.27,65.73,26.12,1.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,PA,32.71,67.29,3.96,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,PR,82.66,17.34,4.89,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,RI,100.00,0.00,0.00,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,SC,43.68,56.32,7.75,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,SD,93.62,6.38,0.00,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,TN,38.76,61.24,24.49,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,TX,89.33,10.67,1.08,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,UT,24.08,75.92,12.35,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,VA,33.91,66.09,3.67,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,VT,100.00,0.00,0.00,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,WA,94.49,5.51,0.00,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,WI,100.00,0.00,0.00,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,WV,46.61,53.39,20.76,0.00,0.00,0.00,2016-05-03,2016-05-09
2016-05-03,WY,71.53,28.47,6.85,1.73,0.00,0.00,2016-05-03,2016-05-09
