ReleaseDate,State,Nothing,D0,D1,D2,D3,D4,ValidStart,ValidEnd
2015-07-21,AK,43.51,56.49,18.87,0.00,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,AL,59.22,40.78,8.60,0.00,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,AR,100.00,0.00,0.00,0.00,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,AZ,7.04,92.96,74.94,9.57,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,CA,0.14,99.86,97.35,94.59,71.08,46.00,2015-07-21,2015-07-27
2015-07-21,CO,97.96,2.04,0.00,0.00,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,CT,37.06,62.94,22.68,0.00,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,DC,100.00,0.00,0.00,0.00,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,DE,100.00,0.00,0.00,0.00,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,FL,54.74,45.26,22.98,8.90,1.84,0.00,2015-07-21,2015-07-27
2015-07-21,GA,49.75,50.25,20.56,2.04,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,HI,34.32,65.68,25.53,2.75,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,IA,93.17,6.83,0.00,0.00,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,ID,0.00,100.00,85.95,52.35,7.01,0.00,2015-07-21,2015-07-27
2015-07-21,IL,100.00,0.00,0.00,0.00,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,IN,100.00,0.00,0.00,0.00,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,KS,78.21,21.79,3.49,0.00,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,KY,100.00,0.00,0.00,0.00,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,LA,99.51,0.49,0.00,0.00,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,MA,87.33,12.67,0.00,0.00,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,MD,100.00,0.00,0.00,0.00,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,ME,78.64,21.36,5.93,0.00,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,MI,90.52,9.48,0.00,0.00,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,MN,99.84,0.16,0.00,0.00,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,MO,100.00,0.00,0.00,0.00,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,MS,89.66,10.34,0.07,0.00,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,MT,28.58,71.42,42.31,25.92,13.60,0.00,2015-07-21,2015-07-27
2015-07-21,NC,61.29,38.71,17.28,0.00,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,ND,86.83,13.17,0.00,0.00,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,NE,95.63,4.37,0.00,0.00,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,NH,86.39,13.61,0.00,0.00,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,NJ,99.99,0.01,0.00,0.00,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,NM,49.44,50.56,21.09,0.27,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,NV,0.00,100.00,94.78,76.08,47.52,11.08,2015-07-21,2015-07-27
2015-07-21,NY,89.79,10.21,2.52,0.00,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,OH,100.00,0.00,0.00,0.00,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,OK,100.00,0.00,0.00,0.00,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,OR,0.00,100.00,100.00,83.71,34.09,0.00,2015-07-21,2015-07-27
2015-07-21,PA,100.00,0.00,0.00,0.00,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,PR,22.68,77.32,44.87,20.61,2.66,0.00,2015-07-21,2015-07-27
2015-07-21,RI,45.83,54.17,26.42,0.00,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,SC,32.48,67.52,46.24,0.00,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,SD,89.37,10.63,0.00,0.00,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,TN,99.95,0.05,0.00,0.00,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,TX,95.82,4.18,0.00,0.00,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,UT,11.92,88.08,65.03,26.82,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,VA,100.00,0.00,0.00,0.00,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,VT,100.00,0.00,0.00,0.00,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,WA,0.00,100.00,100.00,98.61,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,WI,100.00,0.00,0.00,0.00,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,WV,100.00,0.00,0.00,0.00,0.00,0.00,2015-07-21,2015-07-27
2015-07-21,WY,81.65,18.35,0.54,0.00,0.00,0.00,2015-07-21,2015-07-27
