ReleaseDate,State,Nothing,D0,D1,D2,D3,D4,ValidStart,ValidEnd
2014-10-07,AK,100.00,0.00,0.00,0.00,0.00,0.00,2014-10-07,2014-10-13
2014-10-07,AL,24.74,75.26,26.99,1.25,0.00,0.00,2014-10-07,2014-10-13
2014-10-07,AR,54.51,45.49,9.14,0.00,0.00,0.00,2014-10-07,2014-10-13
2014-10-07,AZ,0.00,100.00,84.56,37.92,3.76,0.00,2014-10-07,2014-10-13
2014-10-07,CA,0.00,100.00,100.00,95.04,81.92,58.41,2014-10-07,2014-10-13
2014-10-07,CO,69.29,30.71,22.01,13.82,2.28,0.00,2014-10-07,2014-10-13
2014-10-07,CT,17.24,82.76,38.12,0.00,0.00,0.00,2014-10-07,2014-10-13
2014-10-07,DC,100.00,0.00,0.00,0.00,0.00,0.00,2014-10-07,2014-10-13
2014-10-07,DE,100.00,0.00,0.00,0.00,0.00,0.00,2014-10-07,2014-10-13
2014-10-07,FL,78.73,21.27,6.51,0.00,0.00,0.00,2014-10-07,2014-10-13
2014-10-07,GA,47.08,52.92,14.11,4.76,0.00,0.00,2014-10-07,2014-10-13
2014-10-07,HI,44.08,55.92,2.68,0.00,0.00,0.00,2014-10-07,2014-10-13
2014-10-07,IA,99.99,0.01,0.00,0.00,0.00,0.00,2014-10-07,2014-10-13
2014-10-07,ID,13.19,86.81,52.50,26.35,3.53,0.00,2014-10-07,2014-10-13
2014-10-07,IL,99.83,0.17,0.00,0.00,0.00,0.00,2014-10-07,2014-10-13
2014-10-07,IN,97.18,2.82,0.00,0.00,0.00,0.00,2014-10-07,2014-10-13
2014-10-07,KS,24.89,75.11,44.76,19.50,2.25,0.00,2014-10-07,2014-10-13
2014-10-07,KY,91.70,8.30,0.00,0.00,0.00,0.00,2014-10-07,2014-10-13
2014-10-07,LA,88.92,11.08,0.67,0.00,0.00,0.00,2014-10-07,2014-10-13
2014-10-07,MA,32.83,67.17,26.58,0.00,0.00,0.00,2014-10-07,2014-10-13
2014-10-07,MD,79.46,20.54,0.00,0.00,0.00,0.00,2014-10-07,2014-10-13
2014-10-07,ME,46.48,53.52,0.00,0.00,0.00,0.00,2014-10-07,2014-10-13
2014-10-07,MI,97.64,2.36,0.00,0.00,0.00,0.00,2014-10-07,2014-10-13
2014-10-07,MN,93.26,6.74,0.00,0.00,0.00,0.00,2014-10-07,2014-10-13
2014-10-07,MO,65.35,34.65,2.71,0.00,0.00,0.00,2014-10-07,2014-10-13
2014-10-07,MS,74.36,25.64,0.34,0.00,0.00,0.00,2014-10-07,2014-10-13
2014-10-07,MT,91.25,8.75,1.27,0.00,0.00,0.00,2014-10-07,2014-10-13
2014-10-07,NC,87.70,12.30,0.00,0.00,0.00,0.00,2014-10-07,2014-10-13
2014-10-07,ND,99.19,0.81,0.00,0.00,0.00,0.00,2014-10-07,2014-10-13
2014-10-07,NE,97.17,2.83,0.00,0.00,0.00,0.00,2014-10-07,2014-10-13
2014-10-07,NH,63.78,36.22,0.00,0.00,0.00,0.00,2014-10-07,2014-10-13
2014-10-07,NJ,58.13,41.87,0.14,0.00,0.00,0.00,2014-10-07,2014-10-13
2014-10-07,NM,16.70,83.30,62.64,30.04,8.08,0.00,2014-10-07,2014-10-13
2014-10-07,NV,0.00,100.00,97.07,69.89,48.38,11.89,2014-10-07,2014-10-13
2014-10-07,NY,77.87,22.13,4.27,0.00,0.00,0.00,2014-10-07,2014-10-13
2014-10-07,OH,82.14,17.86,0.00,0.00,0.00,0.00,2014-10-07,2014-10-13
2014-10-07,OK,8.55,91.45,73.44,58.20,21.00,4.84,2014-10-07,2014-10-13
2014-10-07,OR,1.56,98.44,76.61,56.26,35.30,0.00,2014-10-07,2014-10-13
2014-10-07,PA,81.69,18.31,0.00,0.00,0.00,0.00,2014-10-07,2014-10-13
2014-10-07,PR,81.07,18.93,2.62,0.00,0.00,0.00,2014-10-07,2014-10-13
2014-10-07,RI,0.00,100.00,99.02,0.00,0.00,0.00,2014-10-07,2014-10-13
2014-10-07,SC,68.83,31.17,0.00,0.00,0.00,0.00,2014-10-07,2014-10-13
2014-10-07,SD,92.52,7.48,0.00,0.00,0.00,0.00,2014-10-07,2014-10-13
2014-10-07,TN,85.85,14.15,0.00,0.00,0.00,0.00,2014-10-07,2014-10-13
2014-10-07,TX,29.64,70.36,49.29,29.49,11.78,2.88,2014-10-07,2014-10-13
2014-10-07,UT,18.89,81.11,59.43,12.98,0.00,0.00,2014-10-07,2014-10-13
2014-10-07,VA,51.74,48.26,0.00,0.00,0.00,0.00,2014-10-07,2014-10-13
2014-10-07,VT,67.56,32.44,0.00,0.00,0.00,0.00,2014-10-07,2014-10-13
2014-10-07,WA,34.22,65.78,40.28,20.17,0.00,0.00,2014-10-07,2014-10-13
2014-10-07,WI,92.99,7.01,0.00,0.00,0.00,0.00,2014-10-07,2014-10-13
2014-10-07,WV,62.73,37.27,0.00,0.00,0.00,0.00,2014-10-07,2014-10-13
2014-10-07,WY,97.56,2.44,0.00,0.00,0.00,0.00,2014-10-07,2014-10-13
