ReleaseDate,State,Nothing,D0,D1,D2,D3,D4,ValidStart,ValidEnd
2016-07-19,AK,71.54,28.46,0.00,0.00,0.00,0.00,2016-07-19,2016-07-25
2016-07-19,AL,37.02,62.98,41.53,14.59,2.72,0.00,2016-07-19,2016-07-25
2016-07-19,AR,55.28,44.72,0.00,0.00,0.00,0.00,2016-07-19,2016-07-25
2016-07-19,AZ,0.39,99.61,59.42,7.99,0.00,0.00,2016-07-19,2016-07-25
2016-07-19,CA,0.00,100.00,83.59,59.02,42.80,21.04,2016-07-19,2016-07-25
2016-07-19,CO,81.13,18.87,0.00,0.00,0.00,0.00,2016-07-19,2016-07-25
2016-07-19,CT,0.00,100.00,71.19,0.00,0.00,0.00,2016-07-19,2016-07-25
2016-07-19,DC,100.00,0.00,0.00,0.00,0.00,0.00,2016-07-19,2016-07-25
2016-07-19,DE,100.00,0.00,0.00,0.00,0.00,0.00,2016-07-19,2016-07-25
2016-07-19,FL,96.34,3.66,0.00,0.00,0.00,0.00,2016-07-19,2016-07-25
2016-07-19,GA,34.96,65.04,37.55,28.48,9.65,0.00,2016-07-19,2016-07-25
2016-07-19,HI,45.11,54.89,21.28,5.51,0.36,0.00,2016-07-19,2016-07-25
2016-07-19,IA,58.95,41.05,6.80,0.00,0.00,0.00,2016-07-19,2016-07-25
2016-07-19,ID,40.15,59.85,0.33,0.00,0.00,0.00,2016-07-19,2016-07-25
2016-07-19,IL,84.60,15.40,1.32,0.00,0.00,0.00,2016-07-19,2016-07-25
2016-07-19,IN,75.66,24.34,0.00,0.00,0.00,0.00,2016-07-19,2016-07-25
2016-07-19,KS,95.84,4.16,0.00,0.00,0.00,0.00,2016-07-19,2016-07-25
2016-07-19,KY,99.97,0.03,0.00,0.00,0.00,0.00,2016-07-19,2016-07-25
2016-07-19,LA,68.49,31.51,2.06,0.00,0.00,0.00,2016-07-19,2016-07-25
2016-07-19,MA,0.70,99.30,74.08,33.69,0.00,0.00,2016-07-19,2016-07-25
2016-07-19,MD,100.00,0.00,0.00,0.00,0.00,0.00,2016-07-19,2016-07-25
2016-07-19,ME,53.72,46.28,11.55,1.43,0.00,0.00,2016-07-19,2016-07-25
2016-07-19,MI,32.04,67.96,17.01,0.00,0.00,0.00,2016-07-19,2016-07-25
2016-07-19,MN,91.24,8.76,1.15,0.00,0.00,0.00,2016-07-19,2016-07-25
2016-07-19,MO,81.87,18.13,4.32,0.00,0.00,0.00,2016-07-19,2016-07-25
2016-07-19,MS,17.90,82.10,41.73,6.19,0.00,0.00,2016-07-19,2016-07-25
2016-07-19,MT,60.33,39.67,14.73,1.13,0.47,0.00,2016-07-19,2016-07-25
2016-07-19,NC,83.59,16.41,9.52,5.37,0.00,0.00,2016-07-19,2016-07-25
2016-07-19,ND,84.86,15.14,3.67,1.05,0.00,0.00,2016-07-19,2016-07-25
2016-07-19,NE,59.55,40.45,2.85,0.00,0.00,0.00,2016-07-19,2016-07-25
2016-07-19,NH,21.54,78.46,41.60,17.18,0.00,0.00,2016-07-19,2016-07-25
2016-07-19,NJ,32.01,67.99,37.97,0.00,0.00,0.00,2016-07-19,2016-07-25
2016-07-19,NM,23.13,76.87,15.62,0.00,0.00,0.00,2016-07-19,2016-07-25
2016-07-19,NV,32.76,67.24,34.25,21.68,0.26,0.00,2016-07-19,2016-07-25
2016-07-19,NY,10.43,89.57,46.94,23.01,0.00,0.00,2016-07-19,2016-07-25
2016-07-19,OH,29.66,70.34,29.39,0.00,0.00,0.00,2016-07-19,2016-07-25
2016-07-19,OK,65.26,34.74,7.54,0.00,0.00,0.00,2016-07-19,2016-07-25
2016-07-19,OR,0.00,100.00,49.75,0.00,0.00,0.00,2016-07-19,2016-07-25
2016-07-19,PA,28.20,71.80,12.84,3.32,0.00,0.00,2016-07-19,2016-07-25
2016-07-19,PR,81.71,18.29,6.48,0.00,0.00,0.00,2016-07-19,2016-07-25
2016-07-19,RI,0.00,100.00,90.09,0.00,0.00,0.00,2016-07-19,2016-07-25
2016-07-19,SC,65.16,34.84,24.76,11.04,1.70,0.00,2016-07-19,2016-07-25
2016-07-19,SD,30.99,69.01,42.68,14.91,5.72,0.00,2016-07-19,2016-07-25
2016-07-19,TN,25.57,74.43,31.75,12.65,1.24,0.00,2016-07-19,2016-07-25
2016-07-19,TX,86.88,13.12,1.66,0.00,0.00,0.00,2016-07-19,2016-07-25
2016-07-19,UT,50.41,49.59,0.00,0.00,0.00,0.00,2016-07-19,2016-07-25
2016-07-19,VA,99.63,0.37,0.00,0.00,0.00,0.00,2016-07-19,2016-07-25
2016-07-19,VT,4.34,95.66,14.77,0.00,0.00,0.00,2016-07-19,2016-07-25
2016-07-19,WA,0.00,100.00,3.63,0.00,0.00,0.00,2016-07-19,2016-07-25
2016-07-19,WI,95.75,4.25,0.00,0.00,0.00,0.00,2016-07-19,2016-07-25
2016-07-19,WV,99.86,0.14,0.00,0.00,0.00,0.00,2016-07-19,2016-07-25
2016-07-19,WY,56.68,43.32,16.99,7.81,4.77,0.00,2016-07-19,2016-07-25
