ReleaseDate,State,Nothing,D0,D1,D2,D3,D4,ValidStart,ValidEnd
2015-10-27,AK,77.16,22.84,0.00,0.00,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,AL,42.15,57.85,11.14,0.00,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,AR,23.27,76.73,48.68,33.00,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,AZ,15.73,84.27,50.14,2.14,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,CA,0.14,99.86,97.33,92.27,71.08,46.00,2015-10-27,2015-11-02
2015-10-27,CO,68.15,31.85,0.00,0.00,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,CT,0.00,100.00,92.26,0.00,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,DC,100.00,0.00,0.00,0.00,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,DE,100.00,0.00,0.00,0.00,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,FL,86.44,13.56,3.46,0.00,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,GA,68.49,31.51,13.83,0.00,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,HI,100.00,0.00,0.00,0.00,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,IA,82.54,17.46,5.91,0.00,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,ID,8.51,91.49,82.14,45.42,28.49,0.00,2015-10-27,2015-11-02
2015-10-27,IL,46.16,53.84,23.89,0.00,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,IN,11.69,88.31,38.33,0.00,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,KS,25.31,74.69,14.29,0.00,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,KY,64.42,35.58,12.60,0.00,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,LA,43.47,56.53,45.51,2.76,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,MA,22.34,77.66,23.58,0.00,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,MD,90.42,9.58,0.00,0.00,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,ME,92.71,7.29,3.45,0.00,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,MI,30.17,69.83,18.82,0.00,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,MN,77.51,22.49,7.07,0.00,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,MO,11.88,88.12,36.07,0.00,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,MS,42.98,57.02,44.52,1.19,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,MT,45.12,54.88,34.77,27.92,16.92,0.00,2015-10-27,2015-11-02
2015-10-27,NC,100.00,0.00,0.00,0.00,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,ND,63.12,36.88,9.99,0.00,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,NE,73.24,26.76,1.08,0.00,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,NH,76.38,23.62,14.88,0.00,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,NJ,63.71,36.29,17.64,0.00,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,NM,73.76,26.24,7.87,0.00,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,NV,0.01,99.99,94.76,73.20,35.21,15.93,2015-10-27,2015-11-02
2015-10-27,NY,68.91,31.09,5.07,0.00,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,OH,50.54,49.46,0.00,0.00,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,OK,33.36,66.64,17.68,2.79,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,OR,0.00,100.00,100.00,100.00,67.29,0.00,2015-10-27,2015-11-02
2015-10-27,PA,76.02,23.98,0.00,0.00,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,PR,39.22,60.78,43.49,25.52,6.53,0.00,2015-10-27,2015-11-02
2015-10-27,RI,12.07,87.93,15.21,0.00,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,SC,97.09,2.91,0.00,0.00,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,SD,75.63,24.37,0.00,0.00,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,TN,78.48,21.52,5.39,0.00,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,TX,56.34,43.66,15.67,2.85,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,UT,18.56,81.44,55.73,26.18,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,VA,99.99,0.01,0.00,0.00,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,VT,90.48,9.52,0.00,0.00,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,WA,0.00,100.00,100.00,90.91,67.96,0.00,2015-10-27,2015-11-02
2015-10-27,WI,72.96,27.04,3.50,0.00,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,WV,66.18,33.82,0.00,0.00,0.00,0.00,2015-10-27,2015-11-02
2015-10-27,WY,50.89,49.11,0.48,0.00,0.00,0.00,2015-10-27,2015-11-02
