ReleaseDate,State,Nothing,D0,D1,D2,D3,D4,ValidStart,ValidEnd
2016-03-29,AK,83.99,16.01,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,AL,98.08,1.92,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,AR,80.45,19.55,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,AZ,2.50,97.50,53.97,1.17,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,CA,3.55,96.45,90.58,72.82,55.25,34.74,2016-03-29,2016-04-04
2016-03-29,CO,68.55,31.45,4.39,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,CT,70.24,29.76,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,DC,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,DE,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,FL,80.91,19.09,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,GA,68.57,31.43,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,HI,0.45,99.55,78.48,17.11,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,IA,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,ID,78.92,21.08,3.16,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,IL,98.00,2.00,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,IN,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,KS,25.99,74.01,22.20,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,KY,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,LA,95.03,4.97,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,MA,80.30,19.70,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,MD,91.14,8.86,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,ME,99.65,0.35,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,MI,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,MN,89.08,10.92,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,MO,48.75,51.25,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,MS,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,MT,59.16,40.84,12.37,3.46,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,NC,89.79,10.21,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,ND,7.97,92.03,10.59,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,NE,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,NH,86.55,13.45,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,NJ,99.84,0.16,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,NM,0.36,99.64,22.34,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,NV,5.75,94.25,59.30,36.44,23.20,1.12,2016-03-29,2016-04-04
2016-03-29,NY,98.50,1.50,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,OH,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,OK,41.06,58.94,19.88,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,OR,31.21,68.79,45.68,1.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,PA,90.96,9.04,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,PR,59.20,40.80,18.83,4.97,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,RI,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,SC,62.41,37.59,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,SD,73.43,26.57,0.08,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,TN,99.80,0.20,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,TX,75.16,24.84,2.96,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,UT,34.19,65.81,30.09,12.79,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,VA,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,VT,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,WA,92.48,7.52,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,WI,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,WV,94.04,5.96,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04
2016-03-29,WY,26.34,73.66,13.78,2.15,0.00,0.00,2016-03-29,2016-04-04
