ReleaseDate,State,Nothing,D0,D1,D2,D3,D4,ValidStart,ValidEnd
2015-07-14,AK,39.47,60.53,20.61,0.00,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,AL,74.95,25.05,8.60,0.00,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,AR,100.00,0.00,0.00,0.00,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,AZ,7.04,92.96,76.15,24.56,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,CA,0.14,99.86,98.71,94.59,71.08,46.00,2015-07-14,2015-07-20
2015-07-14,CO,97.96,2.04,0.00,0.00,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,CT,37.06,62.94,22.68,0.00,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,DC,100.00,0.00,0.00,0.00,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,DE,100.00,0.00,0.00,0.00,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,FL,55.54,44.46,21.67,9.81,1.84,0.00,2015-07-14,2015-07-20
2015-07-14,GA,54.87,45.13,15.82,2.46,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,HI,34.32,65.68,25.48,2.77,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,IA,94.11,5.89,0.00,0.00,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,ID,0.00,100.00,85.95,52.35,7.01,0.00,2015-07-14,2015-07-20
2015-07-14,IL,100.00,0.00,0.00,0.00,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,IN,100.00,0.00,0.00,0.00,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,KS,78.76,21.24,3.49,0.00,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,KY,100.00,0.00,0.00,0.00,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,LA,100.00,0.00,0.00,0.00,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,MA,87.33,12.67,0.00,0.00,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,MD,100.00,0.00,0.00,0.00,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,ME,78.64,21.36,5.93,0.00,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,MI,90.52,9.48,0.00,0.00,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,MN,99.84,0.16,0.00,0.00,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,MO,100.00,0.00,0.00,0.00,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,MS,91.26,8.74,0.07,0.00,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,MT,28.58,71.42,42.31,25.92,13.60,0.00,2015-07-14,2015-07-20
2015-07-14,NC,61.29,38.71,15.86,0.00,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,ND,89.26,10.74,0.00,0.00,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,NE,95.63,4.37,0.00,0.00,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,NH,86.39,13.61,0.00,0.00,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,NJ,99.99,0.01,0.00,0.00,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,NM,49.44,50.56,21.09,4.12,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,NV,0.00,100.00,95.13,76.08,47.52,11.08,2015-07-14,2015-07-20
2015-07-14,NY,89.79,10.21,2.52,0.00,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,OH,100.00,0.00,0.00,0.00,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,OK,100.00,0.00,0.00,0.00,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,OR,0.00,100.00,100.00,83.71,34.09,0.00,2015-07-14,2015-07-20
2015-07-14,PA,100.00,0.00,0.00,0.00,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,PR,22.68,77.32,44.87,20.61,0.85,0.00,2015-07-14,2015-07-20
2015-07-14,RI,45.83,54.17,26.42,0.00,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,SC,33.06,66.94,38.43,0.00,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,SD,94.94,5.06,0.00,0.00,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,TN,99.95,0.05,0.00,0.00,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,TX,97.16,2.84,0.00,0.00,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,UT,11.92,88.08,65.03,26.82,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,VA,100.00,0.00,0.00,0.00,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,VT,100.00,0.00,0.00,0.00,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,WA,0.00,100.00,100.00,98.61,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,WI,100.00,0.00,0.00,0.00,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,WV,100.00,0.00,0.00,0.00,0.00,0.00,2015-07-14,2015-07-20
2015-07-14,WY,81.65,18.35,0.54,0.00,0.00,0.00,2015-07-14,2015-07-20
