ReleaseDate,State,Nothing,D0,D1,D2,D3,D4,ValidStart,ValidEnd
2016-08-02,AK,78.51,21.49,0.00,0.00,0.00,0.00,2016-08-02,2016-08-08
2016-08-02,AL,32.44,67.56,40.76,18.33,2.90,0.00,2016-08-02,2016-08-08
2016-08-02,AR,62.71,37.29,0.08,0.00,0.00,0.00,2016-08-02,2016-08-08
2016-08-02,AZ,0.07,99.93,72.32,3.96,0.00,0.00,2016-08-02,2016-08-08
2016-08-02,CA,0.00,100.00,83.59,59.02,42.80,21.04,2016-08-02,2016-08-08
2016-08-02,CO,80.95,19.05,0.38,0.00,0.00,0.00,2016-08-02,2016-08-08
2016-08-02,CT,0.00,100.00,99.26,10.22,0.00,0.00,2016-08-02,2016-08-08
2016-08-02,DC,100.00,0.00,0.00,0.00,0.00,0.00,2016-08-02,2016-08-08
2016-08-02,DE,100.00,0.00,0.00,0.00,0.00,0.00,2016-08-02,2016-08-08
2016-08-02,FL,82.97,17.03,0.00,0.00,0.00,0.00,2016-08-02,2016-08-08
2016-08-02,GA,32.19,67.81,43.08,30.86,12.52,0.00,2016-08-02,2016-08-08
2016-08-02,HI,66.79,33.21,13.83,1.46,0.00,0.00,2016-08-02,2016-08-08
2016-08-02,IA,70.99,29.01,2.71,0.00,0.00,0.00,2016-08-02,2016-08-08
2016-08-02,ID,40.07,59.93,0.33,0.00,0.00,0.00,2016-08-02,2016-08-08
2016-08-02,IL,97.00,3.00,0.00,0.00,0.00,0.00,2016-08-02,2016-08-08
2016-08-02,IN,86.13,13.87,0.09,0.00,0.00,0.00,2016-08-02,2016-08-08
2016-08-02,KS,86.67,13.33,0.00,0.00,0.00,0.00,2016-08-02,2016-08-08
2016-08-02,KY,100.00,0.00,0.00,0.00,0.00,0.00,2016-08-02,2016-08-08
2016-08-02,LA,74.71,25.29,5.92,0.00,0.00,0.00,2016-08-02,2016-08-08
2016-08-02,MA,0.70,99.30,91.78,61.70,0.00,0.00,2016-08-02,2016-08-08
2016-08-02,MD,100.00,0.00,0.00,0.00,0.00,0.00,2016-08-02,2016-08-08
2016-08-02,ME,53.40,46.60,11.55,2.68,0.00,0.00,2016-08-02,2016-08-08
2016-08-02,MI,38.91,61.09,13.65,0.00,0.00,0.00,2016-08-02,2016-08-08
2016-08-02,MN,98.54,1.46,0.02,0.00,0.00,0.00,2016-08-02,2016-08-08
2016-08-02,MO,90.04,9.96,2.90,0.00,0.00,0.00,2016-08-02,2016-08-08
2016-08-02,MS,27.87,72.13,51.03,24.10,1.33,0.00,2016-08-02,2016-08-08
2016-08-02,MT,59.77,40.23,14.73,1.13,0.47,0.00,2016-08-02,2016-08-08
2016-08-02,NC,83.47,16.53,10.08,5.37,0.00,0.00,2016-08-02,2016-08-08
2016-08-02,ND,90.05,9.95,2.98,1.20,0.00,0.00,2016-08-02,2016-08-08
2016-08-02,NE,58.00,42.00,10.35,0.61,0.00,0.00,2016-08-02,2016-08-08
2016-08-02,NH,26.08,73.92,41.60,21.77,0.00,0.00,2016-08-02,2016-08-08
2016-08-02,NJ,63.47,36.53,24.35,0.00,0.00,0.00,2016-08-02,2016-08-08
2016-08-02,NM,4.88,95.12,27.00,0.00,0.00,0.00,2016-08-02,2016-08-08
2016-08-02,NV,32.76,67.24,34.25,21.68,0.26,0.00,2016-08-02,2016-08-08
2016-08-02,NY,11.06,88.94,44.67,24.21,0.00,0.00,2016-08-02,2016-08-08
2016-08-02,OH,29.99,70.01,42.89,0.00,0.00,0.00,2016-08-02,2016-08-08
2016-08-02,OK,61.98,38.02,8.18,0.56,0.00,0.00,2016-08-02,2016-08-08
2016-08-02,OR,0.00,100.00,49.75,0.00,0.00,0.00,2016-08-02,2016-08-08
2016-08-02,PA,34.70,65.30,21.05,4.38,0.00,0.00,2016-08-02,2016-08-08
2016-08-02,PR,81.71,18.29,6.48,0.00,0.00,0.00,2016-08-02,2016-08-08
2016-08-02,RI,0.00,100.00,82.60,20.63,0.00,0.00,2016-08-02,2016-08-08
2016-08-02,SC,65.16,34.84,25.32,11.00,1.69,0.00,2016-08-02,2016-08-08
2016-08-02,SD,17.28,82.72,49.00,14.37,5.07,0.00,2016-08-02,2016-08-08
2016-08-02,TN,28.69,71.31,32.31,12.66,1.61,0.00,2016-08-02,2016-08-08
2016-08-02,TX,65.35,34.65,5.83,0.64,0.00,0.00,2016-08-02,2016-08-08
2016-08-02,UT,44.55,55.45,4.04,0.00,0.00,0.00,2016-08-02,2016-08-08
2016-08-02,VA,99.63,0.37,0.00,0.00,0.00,0.00,2016-08-02,2016-08-08
2016-08-02,VT,15.62,84.38,14.83,0.00,0.00,0.00,2016-08-02,2016-08-08
2016-08-02,WA,0.00,100.00,3.63,0.00,0.00,0.00,2016-08-02,2016-08-08
2016-08-02,WI,98.33,1.67,0.00,0.00,0.00,0.00,2016-08-02,2016-08-08
2016-08-02,WV,98.39,1.61,0.00,0.00,0.00,0.00,2016-08-02,2016-08-08
2016-08-02,WY,42.25,57.75,20.21,8.36,3.68,0.00,2016-08-02,2016-08-08
